U.S. Ending Stocks of Finished Motor Gasoline Weekly
https://www.eia.gov/opendata/qb.php?sdid=PET.WGFSTUS1.W
23:48:28 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Week of,Series ID: PET.WGFSTUS1.W Thousand Barrels
03/5/1993,196451
02/26/1993,196939
02/19/1993,196939
02/12/1993,195858
02/5/1993,191410
01/29/1993,191959
01/22/1993,187927
01/15/1993,185485
01/8/1993,180467
01/1/1993,176619
12/25/1992,173921
12/18/1992,175004
12/11/1992,174998
12/4/1992,174537
11/27/1992,172555
11/20/1992,170217
11/13/1992,168928
11/6/1992,167747
10/30/1992,164925
10/23/1992,168751
10/16/1992,169880
10/9/1992,168538
10/2/1992,169975
09/25/1992,167930
09/18/1992,165282
09/11/1992,163975
09/4/1992,164640
08/28/1992,167214
08/21/1992,172711
08/14/1992,174137
08/7/1992,178180
07/31/1992,183429
07/24/1992,184299
07/17/1992,186704
07/10/1992,188552
07/3/1992,188870
06/26/1992,189094
06/19/1992,189105
06/12/1992,187868
06/5/1992,184816
05/29/1992,180828
05/22/1992,183899
05/15/1992,182793
05/8/1992,181383
05/1/1992,182212
04/24/1992,182956
04/17/1992,182994
04/10/1992,179039
04/3/1992,182802
03/27/1992,184184
03/20/1992,185542
03/13/1992,188055
03/6/1992,188983
02/28/1992,192160
02/21/1992,190952
02/14/1992,191799
02/7/1992,188970
01/31/1992,190134
01/24/1992,190201
01/17/1992,190701
01/10/1992,187886
01/3/1992,184770
12/27/1991,180302
12/20/1991,178399
12/13/1991,177116
12/6/1991,175790
11/29/1991,171907
11/22/1991,168510
11/15/1991,162859
11/8/1991,163765
11/1/1991,166869
10/25/1991,169065
10/18/1991,172415
10/11/1991,174972
10/4/1991,178411
09/27/1991,176075
09/20/1991,175580
09/13/1991,176137
09/6/1991,175217
08/30/1991,173425
08/23/1991,171748
08/16/1991,170492
08/9/1991,169345
08/2/1991,171825
07/26/1991,172953
07/19/1991,174239
07/12/1991,173584
07/5/1991,174559
06/28/1991,178531
06/21/1991,179081
06/14/1991,180414
06/7/1991,177998
05/31/1991,177118
05/24/1991,174123
05/17/1991,173102
05/10/1991,171032
05/3/1991,169764
04/26/1991,168348
04/19/1991,167432
04/12/1991,166809
04/5/1991,169082
03/29/1991,172384
03/22/1991,171843
03/15/1991,175072
03/8/1991,178070
03/1/1991,180228
02/22/1991,184001
02/15/1991,185200
02/8/1991,183748
02/1/1991,183430
01/25/1991,180857
01/18/1991,177437
01/11/1991,179919
01/4/1991,181566
12/28/1990,182343
12/21/1990,183181
12/14/1990,184012
12/7/1990,180777
11/30/1990,178173
11/23/1990,177557
11/16/1990,177108
11/9/1990,179375
11/2/1990,181782
10/26/1990,182954
10/19/1990,180800
10/12/1990,184658
10/5/1990,184335
09/28/1990,181252
09/21/1990,181074
09/14/1990,178649
09/7/1990,173983
08/31/1990,172467
08/24/1990,172095
08/17/1990,177215
08/10/1990,173531
08/3/1990,179502
07/27/1990,178003
07/20/1990,179673
07/13/1990,178970
07/6/1990,178156
06/29/1990,179320
06/22/1990,179014
06/15/1990,179685
06/8/1990,179002
06/1/1990,181312
05/25/1990,180131
05/18/1990,178879
05/11/1990,179527
05/4/1990,183530
04/27/1990,183623
04/20/1990,183108
04/13/1990,183383
04/6/1990,185314
03/30/1990,186982
03/23/1990,192051
03/16/1990,199949
03/9/1990,203087
03/2/1990,205638
02/23/1990,202684
02/16/1990,199551
02/9/1990,199623
02/2/1990,193149
01/26/1990,189616
01/19/1990,180943
01/12/1990,178614
01/5/1990,175009
