U.S. All Grades Conventional Retail Gasoline Prices Weekly
https://www.eia.gov/opendata/qb.php?sdid=PET.EMM_EPM0U_PTE_NUS_DPG.W
12:06:10 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Week of,Series ID: PET.EMM_EPM0U_PTE_NUS_DPG.W Dollars per Gallon
03/10/1997,1.24
03/3/1997,1.248
02/24/1997,1.257
02/17/1997,1.26
02/10/1997,1.266
02/3/1997,1.27
01/27/1997,1.271
01/20/1997,1.275
01/13/1997,1.275
01/6/1997,1.26
12/30/1996,1.263
12/23/1996,1.267
12/16/1996,1.272
12/9/1996,1.28
12/2/1996,1.281
11/25/1996,1.284
11/18/1996,1.277
11/11/1996,1.268
11/4/1996,1.264
10/28/1996,1.256
10/21/1996,1.244
10/14/1996,1.241
10/7/1996,1.23
09/30/1996,1.237
09/23/1996,1.241
09/16/1996,1.241
09/9/1996,1.239
09/2/1996,1.232
08/26/1996,1.24
08/19/1996,1.238
08/12/1996,1.235
08/5/1996,1.239
07/29/1996,1.247
07/22/1996,1.254
07/15/1996,1.254
07/8/1996,1.256
07/1/1996,1.258
06/24/1996,1.268
06/17/1996,1.28
06/10/1996,1.286
06/3/1996,1.292
05/27/1996,1.299
05/20/1996,1.308
05/13/1996,1.301
05/6/1996,1.298
04/29/1996,1.296
04/22/1996,1.282
04/15/1996,1.272
04/8/1996,1.233
04/1/1996,1.21
03/25/1996,1.196
03/18/1996,1.167
03/11/1996,1.156
03/4/1996,1.155
02/26/1996,1.138
02/19/1996,1.118
02/12/1996,1.112
02/5/1996,1.115
01/29/1996,1.118
01/22/1996,1.124
01/15/1996,1.131
01/8/1996,1.125
01/1/1996,1.116
12/25/1995,1.114
12/18/1995,1.111
12/11/1995,1.097
12/4/1995,1.097
11/27/1995,1.096
11/20/1995,1.095
11/13/1995,1.099
11/6/1995,1.1
10/30/1995,1.102
10/23/1995,1.113
10/16/1995,1.121
10/9/1995,1.132
10/2/1995,1.14
09/25/1995,1.146
09/18/1995,1.147
09/11/1995,1.148
09/4/1995,1.151
08/28/1995,1.154
08/21/1995,1.163
08/14/1995,1.162
08/7/1995,1.164
07/31/1995,1.166
07/24/1995,1.179
07/17/1995,1.189
07/10/1995,1.2
07/3/1995,1.209
06/26/1995,1.217
06/19/1995,1.224
06/12/1995,1.23
06/5/1995,1.234
05/29/1995,1.234
05/22/1995,1.232
05/15/1995,1.213
05/8/1995,1.204
05/1/1995,1.181
04/24/1995,1.173
04/17/1995,1.149
04/10/1995,1.134
04/3/1995,1.116
03/27/1995,1.102
03/20/1995,1.095
03/13/1995,1.096
03/6/1995,1.103
02/27/1995,1.101
02/20/1995,1.093
02/13/1995,1.099
02/6/1995,1.103
01/30/1995,1.109
01/23/1995,1.11
01/16/1995,1.102
01/9/1995,1.111
01/2/1995,1.104
12/26/1994,1.088
12/19/1994,1.099
12/12/1994,1.118
12/5/1994,1.143
11/28/1994,1.175
